taxon_id,rank,organism_name
5718,species,Herpetomonas muscarum,5714,genus
4829,species,Absidia glauca,4828,genus
4837,species,Phycomyces blakesleeanus,4836,genus
4839,species,Rhizomucor miehei,4838,genus
4885,species,Capniomyces stellatus,4884,genus
4896,species,Schizosaccharomyces pombe,4895,genus
4909,species,Pichia kudriavzevii,4919,genus
4911,species,Kluyveromyces marxianus,4910,genus
4918,species,Pachysolen tannophilus,4917,genus
4922,species,Komagataella pastoris,460517,genus
4924,species,Scheffersomyces stipitis,766733,genus
4927,species,Wickerhamomyces anomalus,599737,genus
4932,species,Saccharomyces cerevisiae,4930,genus
4934,species,Lachancea kluyveri,300275,genus
4950,species,Torulaspora delbrueckii,4948,genus
4952,species,Yarrowia lipolytica,4951,genus
4956,species,Zygosaccharomyces rouxii,4953,genus
4959,species,Debaryomyces hansenii,4958,genus
4973,species,Dioszegia aurantiaca,165440,genus
5012,species,Taphrina wiesneri,5010,genus
5022,species,Leptosphaeria maculans,5021,genus
5037,species,Histoplasma capsulatum,5036,genus
5039,species,Blastomyces dermatitidis,229219,genus
5044,species,Acremonium chrysogenum,159075,genus
5050,species,Epichloe uncinata,5112,genus
5059,species,Aspergillus flavus,5052,genus
5076,species,Penicillium chrysogenum,5073,genus
5088,species,Thermoascus crustaceus,5086,genus
5101,species,Amorphotheca resinae,5100,genus
5105,species,Ascosphaera apis,5104,genus
5127,species,Fusarium fujikuroi,5506,genus
5141,species,Neurospora crassa,5140,genus
5145,species,Podospora anserina,5144,genus
5147,species,Sordaria macrospora,5146,genus
5207,species,Cryptococcus neoformans,5206,genus
5219,species,Exidia glandulosa,5218,genus
5270,species,Ustilago maydis,5269,genus
5281,species,Tilletiaria anomala,5280,genus
5286,species,Rhodotorula toruloides,5533,genus
5306,species,Phanerochaete chrysosporium,5305,genus
5315,species,Ganoderma lucidum,5314,genus
5322,species,Pleurotus ostreatus,5320,genus
5327,species,Trametes hirsuta,5324,genus
5334,species,Schizophyllum commune,5333,genus
5341,species,Agaricus bisporus,5340,genus
5346,species,Coprinopsis cinerea,184431,genus
5353,species,Lentinula edodes,5352,genus
5722,species,Trichomonas vaginalis,5721,genus
5384,species,Suillus luteus,5379,genus
5417,species,Vanrija humicola,1851468,genus
5421,species,Xanthophyllomyces dendrorhous,1851554,genus
5440,species,Cystobasidiopsis lactophilus,643909,genus
5454,species,Ascochyta rabiei,5453,genus
5474,species,Leptoxyphium fumago,5473,genus
5477,species,Candida boidinii,461281,genus
5478,species,Candida glabrata,374468,genus
5480,species,Candida parapsilosis,1535326,genus
5499,species,Passalora fulva,131316,genus
5503,species,Curvularia lunata,5502,genus
5541,species,Thermomyces lanuginosus,5540,genus
5544,species,Trichoderma harzianum,5543,genus
5551,species,Trichophyton rubrum,5550,genus
5554,species,Trichosporon cutaneum,5552,genus
5580,species,Aureobasidium pullulans,5579,genus
5599,species,Alternaria alternata,5598,genus
5601,species,Capronia semi-immersa,43220,genus
5606,species,Saitoella complicata,5605,genus
5627,species,Grifola frondosa,5626,genus
5630,species,Laetiporus sulphureus,5629,genus
5657,species,Strigomonas oncopelti,1003010,genus
5659,species,Leishmania amazonensis,5658,genus
5684,species,Leptomonas seymouri,5683,genus
5693,species,Trypanosoma cruzi,5690,genus
5705,species,Endotrypanum monterogeii,5703,genus
5741,species,Giardia intestinalis,5740,genus
5755,species,Acanthamoeba castellanii,5754,genus
5759,species,Entamoeba histolytica,5758,genus
5762,species,Naegleria gruberi,5761,genus
5786,species,Dictyostelium purpureum,5782,genus
5791,species,Physarum polycephalum,5790,genus
5801,species,Eimeria acervulina,5800,genus
5807,species,Cryptosporidium parvum,5806,genus
5811,species,Toxoplasma gondii,5810,genus
5821,species,Plasmodium berghei,5820,genus
5865,species,Babesia bovis,5864,genus
5875,species,Theileria parva,5873,genus
5885,species,Paramecium caudatum,5884,genus
5893,species,Tetrahymena borealis,5890,genus
5932,species,Ichthyophthirius multifiliis,5931,genus
5949,species,Stylonychia lemnae,5948,genus
6035,species,Encephalitozoon cuniculi,6033,genus
6182,species,Schistosoma japonicum,6181,genus
6192,species,Fasciola hepatica,6191,genus
6198,species,Opisthorchis viverrini,6197,genus
6205,species,Hydatigera taeniaeformis,1434708,genus
6210,species,Echinococcus granulosus,6209,genus
6216,species,Hymenolepis diminuta,6215,genus
6233,species,Panagrellus redivivus,6232,genus
6238,species,Caenorhabditis briggsae,6237,genus
6248,species,Strongyloides stercoralis,6247,genus
6253,species,Ascaris suum,6251,genus
6256,species,Parascaris equorum,6254,genus
6265,species,Toxocara canis,6264,genus
6269,species,Anisakis simplex,6268,genus
6279,species,Brugia malayi,6278,genus
6282,species,Onchocerca volvulus,6281,genus
6287,species,Dirofilaria immitis,6286,genus
6289,species,Haemonchus contortus,6288,genus
6293,species,Wuchereria bancrofti,6292,genus
6305,species,Meloidogyne hapla,189290,genus
6313,species,Angiostrongylus cantonensis,6312,genus
6326,species,Bursaphelenchus xylophilus,6324,genus
6334,species,Trichinella spiralis,6333,genus
6339,species,Heligmosomoides polygyrus,6338,genus
10258,species,Orf virus,10257,genus
7209,species,Loa loa,7208,genus
10261,species,Fowlpox virus,10260,genus
10266,species,Sheeppox virus,10265,genus
28876,species,Rotavirus B,10912,genus
10271,species,Rabbit fibroma virus,10270,genus
10243,species,Cowpox virus,10242,genus
10276,species,Swinepox virus,10275,genus
10279,species,Molluscum contagiosum virus,10278,genus
10288,species,Choristoneura biennis entomopoxvirus 'L',10286,genus
10298,species,Human herpesvirus 1,10294,genus
10320,species,Bovine herpesvirus 1,10319,genus
10359,species,Human herpesvirus 5,10358,genus
10366,species,Murid herpesvirus 1,10365,genus
10371,species,Equid herpesvirus 5,548688,genus
10372,species,Human herpesvirus 7,40272,genus
10376,species,Human herpesvirus 4,10375,genus
10381,species,Saimiriine herpesvirus 2,10379,genus
10386,species,Gallid herpesvirus 1,180255,genus
10390,species,Gallid herpesvirus 2,180252,genus
10397,species,Tupaiid herpesvirus 1,10292,family
10398,species,Ovine herpesvirus 2,548687,genus
10401,species,Ictalurid herpesvirus 1,172653,genus
10406,species,Ground squirrel hepatitis virus,10405,genus
10449,species,Lymantria dispar multiple nucleopolyhedrovirus,558016,genus
10464,species,Agrotis segetum granulovirus,558017,genus
10484,species,Campoletis sonorensis ichnovirus,10483,genus
10493,species,Frog virus 3,10492,genus
10497,species,African swine fever virus,39743,genus
10506,species,Paramecium bursaria Chlorella virus 1,181083,genus
10537,species,Canine mastadenovirus A,10509,genus
10561,species,Xipapillomavirus 1,333921,genus
10564,species,Deltapapillomavirus 2,325454,genus
10566,species,Human papillomavirus,151340,family
10567,species,Iotapapillomavirus 1,325456,genus
10570,species,Alphapapillomavirus 12,333750,genus
10623,species,Kappapapillomavirus 2,325457,genus
10625,species,Budgerigar fledgling disease polyomavirus,151341,family
10626,species,Hamster polyomavirus,10624,genus
10640,species,Carnation etched ring virus,10639,genus
10651,species,Soybean chlorotic mottle virus,187214,genus
10653,species,Commelina yellow mottle virus,10652,genus
10654,species,Rice tungro bacilliform virus,187212,genus
10658,species,Enterobacteria phage PRD1,10657,genus
10661,species,Pseudoalteromonas phage PM2,10660,genus
10677,species,Enterobacteria phage Mu,186777,genus
10678,species,Enterobacteria phage P1,186789,genus
10679,species,Enterobacteria phage P2,140410,genus
10685,species,Bacillus virus SPO1,1857845,genus
10689,species,Vibrio phage CP-T1,10662,family
10690,species,Haemophilus phage HP1,1196844,genus
10702,species,Streptomyces phage VWB,186765,genus
10704,species,Rhizobium phage 16-3,10699,family
10708,species,Pseudomonas phage D3112,1623286,genus
10719,species,Streptomyces phage phiC31,308912,genus
10726,species,Escherichia phage T5,187218,genus
10732,species,Streptomyces phage R4,10699,family
10747,species,Streptococcus phage Cp-1,10744,family
10752,species,Escherichia phage N4,371730,genus
10754,species,Enterobacteria phage P22,186794,genus
10756,species,Bacillus phage phi29,186846,genus
10759,species,Enterobacteria phage T3,110456,genus
10815,species,Abutilon mosaic virus,10814,genus
10820,species,Chloris striate mosaic virus,10812,genus
10840,species,Beet curly top virus,10813,genus
10845,species,Enterobacteria phage St-1,10842,genus
10854,species,Spiroplasma phage 1-R8A2B,10875,genus
10855,species,Spiroplasma phage 4,10852,genus
10857,species,Chlamydia phage 1,40274,genus
10864,species,Enterobacteria phage fd,10861,genus
10879,species,Pseudomonas phage phi6,10878,genus
10986,species,Rice gall dwarf virus,10985,genus
10990,species,Rice black streaked dwarf virus,10988,genus
10995,species,Infectious bursal disease virus,39751,genus
11002,species,Infectious pancreatic necrosis virus,39750,genus
11008,species,Saccharomyces cerevisiae virus L-A,11007,genus
11020,species,Barmah Forest virus,11019,genus
11041,species,Rubella virus,11040,genus
11047,species,Equine arteritis virus,11046,genus
11096,species,Classical swine fever virus,11095,genus
11103,species,Hepatitis C virus,11102,genus
11161,species,Mumps virus,39744,genus
11191,species,Sendai virus,186938,genus
11232,species,Canine distemper virus,11229,genus
11246,species,Bovine respiratory syncytial virus,1868215,genus
11269,species,Marburg marburgvirus,186537,genus
11272,species,Chandipura virus,11271,genus
11290,species,Infectious hematopoietic necrosis virus,186778,genus
11292,species,Rabies virus,11286,genus
11303,species,Bovine ephemeral fever virus,32613,genus
11307,species,Sonchus yellow net virus,11306,genus
11320,species,Influenza A virus,197911,genus
11520,species,Influenza B virus,197912,genus
11552,species,Influenza C virus,197913,genus
11569,species,Thogoto virus,35323,genus
11587,species,Punta Toro virus,11584,genus
11593,species,Crimean-Congo hemorrhagic fever virus,11592,genus
11599,species,Hantaan virus,11598,genus
11612,species,Impatiens necrotic spot virus,11611,genus
11619,species,Junin mammarenavirus,1653394,genus
11636,species,Reticuloendotheliosis virus,153135,genus
11642,species,Simian foamy virus,11640,genus
11657,species,Bovine immunodeficiency virus,11646,genus
11746,species,Jaagsiekte sheep retrovirus,140052,genus
11864,species,Avian leukosis virus,153057,genus
11901,species,Bovine leukemia virus,153136,genus
11976,species,Rabbit hemorrhagic disease virus,95339,genus
11978,species,Feline calicivirus,95337,genus
11983,species,Norwalk virus,142786,genus
11986,species,Carnation mottle virus,11985,genus
12023,species,Pseudomonas phage PP7,11990,genus
12024,species,Pseudomonas phage PRR1,11989,family
12038,species,Barley yellow dwarf virus-MAV,12036,genus
12042,species,Beet western yellows virus,119164,genus
12055,species,Tobacco necrosis virus A,1299309,genus
12056,species,Tobacco necrosis virus D,1299311,genus
12064,species,Enterovirus E,12059,genus
12092,species,Hepatovirus A,12091,genus
12110,species,Foot-and-mouth disease virus,12109,genus
12136,species,Cricket paralysis virus,144051,genus
12138,species,Maize chlorotic mottle virus,39739,genus
12139,species,Southern bean mosaic virus,12137,genus
12142,species,Artichoke mottled crinkle virus,12141,genus
12151,species,Eggplant mosaic virus,12148,genus
12161,species,Beet yellows virus,12160,genus
12165,species,Chrysanthemum virus B,12163,genus
12175,species,Apple chlorotic leaf spot virus,40276,genus
12177,species,Clover yellow mosaic virus,12176,genus
12196,species,Bean common mosaic virus,12195,genus
12235,species,Cucumber green mottle mosaic virus,12234,genus
12260,species,Bean pod mottle virus,12258,genus
12267,species,Red clover necrotic mosaic virus,12266,genus
12271,species,Arabis mosaic virus,12270,genus
12285,species,Black beetle virus,143920,genus
12294,species,Pea early-browning virus,12293,genus
12301,species,Broad bean mottle virus,12300,genus
12305,species,Cucumber mosaic virus,12304,genus
12317,species,Tobacco streak virus,12316,genus
12321,species,Alfalfa mosaic virus,12320,genus
12327,species,Barley stripe mosaic virus,12326,genus
12331,species,Rice stripe virus,12329,genus
12336,species,Clostridium phage c-st,10662,family
12348,species,Lactobacillus phage LL-H,10699,family
12355,species,Enterobacteria phage T1,187217,genus
12360,species,Staphylococcus phage 11,1623298,genus
12390,species,Lactococcus phage phiLC3,10699,family
12402,species,Streptococcus phage EJ-1,10662,family
12417,species,Lactobacillus phage phiadh,10699,family
12430,species,Garlic virus D,140568,genus
12450,species,Saccharomyces cerevisiae killer virus M1,10239,superkingdom
12451,species,Raspberry bushy dwarf virus,39760,genus
12455,species,Borna disease virus,186458,genus
12465,species,Barley yellow mosaic virus,39731,genus
12475,species,Hepatitis delta virus,39759,genus
12585,species,Banana bunchy top virus,251096,genus
12618,species,Chicken anemia virus,227307,genus
12637,species,Dengue virus,11051,genus
12639,species,Duck hepatitis B virus,10437,genus
12742,species,Infectious flacherie virus,232799,genus
12777,species,Parsnip yellow fleck virus,12057,genus
12814,species,Respiratory syncytial virus,11245,genus
12968,species,Blastocystis hominis,12967,genus
13001,species,Thielaviopsis paradoxa,60496,genus
13076,species,Globicatella sanguinis,13075,genus
13290,species,Tilletia caries,13289,genus
13335,species,Anaerobiospirillum succiniciproducens,13334,genus
13349,species,Arthrobotrys oligospora,47022,genus
13563,species,Heterobasidion annosum,13562,genus
13658,species,Romanomermis culicivorax,13657,genus
13684,species,Parastagonospora nodorum,1351751,genus
13689,species,Sphingomonas paucimobilis,13687,genus
13690,species,Sphingobium yanoikuyae,165695,genus
13706,species,Syncephalastrum racemosum,13705,genus
27289,species,Naumovozyma dairenensis,278028,genus
27304,species,Candida versatilis,5475,genus
27322,species,Metschnikowia bicuspidata,27320,genus
27342,species,Schizopora paradoxa,1213737,genus
27349,species,Puccinia sorghi,5296,genus
27356,species,Endocronartium harknessii,199307,genus
27357,species,Colletotrichum acutatum,5455,genus
28358,species,Corynebacterium phage BFK20,10699,family
27835,species,Nippostrongylus brasiliensis,27834,genus
27848,species,Echinostoma caproni,27847,genus
28034,species,Sulfobacillus thermosulfidooxidans,28033,genus
